#OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,1-100-0.22
09fcfce437245fb716261e9794151b72,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Prochlorococcus MIT9313 bacterium,1
0a0a91836a0d08319a6fe326f2de4575,Bacteria,Margulisbacteria,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,129
0a0f48b85fe7026f56afced4ece8224b,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,332
0a1eca30fcc618ee45a3f02019703045,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,43
0a635599e3a612b93fef9bf232b5f23a,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,126
0a9998a58118f76a6534907aa8305411,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,uncultured marine bacterium,325
0abc89ff1ab53f8e328cd8d2853ea57b,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,78
0b1c2b9ed02095f223b442c9bdd35006,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured marine bacterium,uncultured marine bacterium,535
0b6059654905f32a39aa24882ede273a,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae bacterium,Cyanobiaceae bacterium,461
0b7ddc30b83837d984363135258cbe6a,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured,metagenome,203
0bcca97c39b6f29f30b91add1f28628d,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,LS-NOB bacterium,116
0c48335f6a129462bf72c2804212883f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,254
0c4d3881cfddebbb6b852c52d52f4b7c,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,uncultured bacterium,83
0cf6c21dd17026726975dee6eb84f26b,Bacteria,Margulisbacteria,metagenome,metagenome,metagenome,metagenome,metagenome,88
0d391ddc849fe8fe54de114a4a6b3d46,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Ambiguous_taxa,97
0d4e9eca1d02ef0b29fcd360f8b90853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,263
0d6c21e3bd5e1269b2f4eeb683be36d0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,uncultured bacterium,89
0d8547933144c2b22a56647b0c438850,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,77
0d8665762580b15609a4ac9f1ef02fbf,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,Ambiguous_taxa,Ambiguous_taxa,594
0def2a58d41a4a8e65c3f3f059cf74ab,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas bacterium,101
0e26d35a67af25a2b4ce071c774db4a2,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,74
0fef8d78a8156271cf6424523e32e5a7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,Marinobacter bacterium,106
103c75b52bbbd31d4ebcb6c9e127af1c,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,143
109824b5cd8f3ab282959df9c8d89871,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,marine metagenome,marine metagenome,marine metagenome,75
1128841b1c8d4114d94d9c62084990a5,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Clade Ib bacterium,20
1128a58e78732be04644724a2a05f39e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured bacterium,124
118facc2e3f1a7ae65521d505531e970,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,SAR202 clade bacterium,SAR202 clade bacterium,SAR202 clade bacterium,36
11a745824597a524c210c3a49db944dc,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Prochlorococcus MIT9313 bacterium,28
1200c8790170c35af29a0810ec48d411,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,1033
122c0f8fa36950054636be9135c25386,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,uncultured,uncultured bacterium,uncultured bacterium,170
12342bc5a8b458024ce32abaebef3521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae bacterium,Rhodobacteraceae bacterium,131
12410564eef73c3c877af2b6ea638ba2,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Ambiguous_taxa,2624
125f64423c4da602db2e46fe8dec7b2f,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,707
127438ddaebedb754d91e47193098eb0,Bacteria,Margulisbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,91
1300a2840764db17f7cd86b4e67b00b6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium radiotolerans,43
132f265769bc41dec5742647bd2a8e05,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,1219
13619828c878447a5e2bc1cf8b804d6b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,Ambiguous_taxa,39
13eea987393ec9079bd9805404f0d4b3,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,4655
14244a5ca23d163c729d468f01ccc474,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,1249
14debc33752bf9930e1482af3a7555ea,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,113
14ec0699351d60f279b8c52e0bc8f7e9,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured bacterium,172
14fecd5000cea1102ac7374fc576fdff,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,Ambiguous_taxa,Ambiguous_taxa,142
150f7307e34b88ecd4a1ea624c08b8bf,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NS5 marine group bacterium,65
15b9abb2dea3ce480d917f9a638d90c1,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,SAR116 clade bacterium,SAR116 clade bacterium,72
15e922f8fec364c85434a73bf7a6bd49,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae bacterium,Cyanobiaceae bacterium,311
15efb8430260894f1d2ecc0655f06160,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,133
165d53a3627c5b13dc0e4d43a9585b35,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Ambiguous_taxa,1504
16b4a656f3136213c002651f86de2c08,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,424
16f7c728fe7f8f9a9949102acd617bc8,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Ambiguous_taxa,415
172f9005fdffafc9c84cc2790c98f500,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured bacterium,212
17ed9779bc1f3b58057692dbe9dca9e2,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,324
1945b0261ad26bd802121ed284874461,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured,uncultured bacterium,214
195d16225396d4466eaf0d521cb48728,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,798
19eb6e9df1fde94e4a5d06de80330039,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,64
1a79e2bc8b4b173c2d51bb0620773985,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured bacterium,48
1a99b1713f29b76124e1036949572497,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Ambiguous_taxa,Ambiguous_taxa,302
1ab3eff4e2a4f8e248aa8fe7147cb24e,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,100
1afb48244a25826fab9efb26a97c4e11,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,334
1b20513195c9027aa43ad89accd87b27,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,192
1b41db4100dac91103148c0a6f8253aa,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,83
1b4d14e49a971ec8cec4811cbecc645c,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,Candidatus Actinomarina bacterium,142
1b99aaeb64bee113af2f78c0551b142f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae bacterium,Microbacteriaceae bacterium,3565
1bbfbe19d61c75258b4390254bcf9785,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae bacterium,Rhodobacteraceae bacterium,168
1beb5caf673bc6a8406e742b3a87c70f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,Clade Ia bacterium,140
1c1740456d97de14b3f3a8b924ea5c82,Bacteria,Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,33
1c64b72825ee7e65c52b0f3c3c71fc4f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,428
1cd2716416ba793aacdfac96e73e0327,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Ambiguous_taxa,76
1d583cc3dec37c202e61b4b3108d9e20,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,Ambiguous_taxa,44
1d8463f02ca5d8772f6ab8b4acdff909,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,518
1d969093fafc76ebcbf3e8d0a8aed979,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,70
1dc09c355256b9137a2e3d95fd54e86e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae bacterium,Sphingomonadaceae bacterium,816
1df60b9f54cf25fefe73d5e70fa3c2a8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,unidentified marine bacterioplankton,unidentified marine bacterioplankton,170
1e276a6b480d08f32564fe37ea75fba3,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,212
1e50418e38b16b8315eba70b38f6af6c,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,uncultured bacterium,uncultured bacterium,uncultured bacterium,113
1f0c68a48a3b74ba0ecb1a49d52f8d74,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,166
1f344f9b751898ccc2e28e0593d6f2e9,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,Candidatus Actinomarina bacterium,6506
1f72abcb65043997d3aa9a6b09e35cbc,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,Ambiguous_taxa,1
1f7554c94961f28b3893cb34bcebc513,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116 clade,OCS116 clade bacterium,OCS116 clade bacterium,618
1f93492c6c359b73151f08666c4e4e86,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,Ambiguous_taxa,583
1fc2a3b86c1fcd9b2b483d31c7817b02,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Prochlorococcus MIT9313 bacterium,55
2068098ed7b9d97b644e14e220b74382,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,2603
2099b5e745a2e8a225c1eca3c29506ae,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,Ambiguous_taxa,18
20d8930ef772a243d214ee77451abaf2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Ambiguous_taxa,1252
212dbf4c7d5ad96ed75d3444cd46c027,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,96
214eec3eece2927fabb49456ea4ab25c,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured bacterium,79
2189bb80c37ef05312353f46a236174c,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,65
21a80bae5aa31fdeca4785bd841b7ec6,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium,78
21ddfc89c4ff2cf41bd991c7a8f4831f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,2988
21e17de71dd905a4095354cb4351839f,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,uncultured bacterium,3422
22ab2f880158f877ae36bbaa1d9e3000,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured marine bacterium,132
22bdd6962c2e05612ddf761dcdbdf350,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,Ambiguous_taxa,2
22c3b8d63ace309f323cfe27aad8f807,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured bacterium,126
2328d3b6193d4221cbab42b731a28dbb,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,uncultured bacterium,76
232c9842c9756a943c5f2b619ea9a434,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured bacterium,138
235d1bcfc082ca8129c30fcc3e274e8b,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured gamma proteobacterium HF4000_19M20,uncultured gamma proteobacterium HF4000_19M20,uncultured gamma proteobacterium HF4000_19M20,101
246383991262f511675d878735d14f54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured bacterium,146
24ff2265a53b7749d5d1f40d487fed8e,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02 marine group,uncultured bacterium,144
250a576e3788b3f444938c7b08afb2e3,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria,Neisseria bacterium,164
25f02eba583d0a6d1fbe4fc7f8e84221,Bacteria,Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,228
263aead9b0d2caa670711d90eae2350f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,AEGEAN-169 marine group bacterium,AEGEAN-169 marine group bacterium,182
264b3995cdafdc725e702aa363dd950f,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,270
2684218ad4479718587b21400691b645,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,Candidatus Actinomarina bacterium,404
268918cd7c0eee05d087f43a1a36b428,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,uncultured marine bacterium,131
26c361309c6083689d673ce998cb5fcf,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,110
270ff4934b2ff39e986c49e41e16c75c,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,Clade II bacterium,Clade II bacterium,134
27519dfda8b463271f576f8bc5200f63,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,1554
275aa7f3bd9e5ee70ba7a82f70fc513f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,Ambiguous_taxa,91
278679707a02c872b05080f4fb61485d,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium,uncultured bacterium,78
